Municipio,Cargo,Numero_Candidato,Nome_Completo,Nome_Urna,Tipo_Agremiacao,Partido,UF_Nascimento,Mun_Nascimento,Idade_Posse,Genero,Grau_Instrucao,Estado_Civil,Declar_Racial,Ocupacao,Despesas_Max_Partido,Reeleicao,Declar_Bens
CAMETÁ,VEREADOR,10123,LOURIVAL JUNIOR VIEIRA PINTO,LOURIVAL JUNIOR,PARTIDO ISOLADO,REPUBLICANOS,PA,CAMETÁ,30,MASCULINO,SUPERIOR COMPLETO,SOLTEIRO(A),PARDA,ENGENHEIRO,32740.39,N,S
GARRAFÃO DO NORTE,VEREADOR,23777,JARDELINA LIMA DE MENEZES,LYNA,PARTIDO ISOLADO,CIDADANIA,PA,CAPITÃO POÇO,35,FEMININO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),PARDA,AGRICULTOR,25768.15,N,S
IGARAPÉ-MIRI,VEREADOR,22000,FABIO ROBERTO FERREIRA DE SOUZA,FÁBIO FERREIRA,PARTIDO ISOLADO,PL,PA,IGARAPÉ-MIRI,30,MASCULINO,SUPERIOR COMPLETO,SOLTEIRO(A),PARDA,EMPRESÁRIO,16625.55,N,S
VISEU,VEREADOR,45555,DHEMISON MAICO DA SILVA MELO,JHEMYSON MAYKO,PARTIDO ISOLADO,PSDB,PA,VISEU,31,MASCULINO,SUPERIOR COMPLETO,SOLTEIRO(A),PARDA,PROFESSOR DE ENSINO FUNDAMENTAL,16452.69,N,S
CAPITÃO POÇO,VEREADOR,20200,BEN HUR RUFINO DE LIMA,BEN HUR RUFINO,PARTIDO ISOLADO,PSC,PA,CAPITÃO POÇO,31,MASCULINO,SUPERIOR COMPLETO,SOLTEIRO(A),PARDA,VEREADOR,33157.12,N,S
RURÓPOLIS,VEREADOR,13128,FRANCIVALDO DIAS MACIEL,FRANCIVALDO,PARTIDO ISOLADO,PT,PA,RURÓPOLIS,29,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,CASADO(A),PRETA,AGRICULTOR,23250.68,N,S
TOMÉ-AÇU,VEREADOR,22789,ARISVALDO MELO DE SOUZA,LORO,PARTIDO ISOLADO,PL,PA,TOMÉ-AÇU,32,MASCULINO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),BRANCA,OUTROS,24048.38,N,S
IGARAPÉ-MIRI,VEREADOR,50111,CLAUDINOR PANTOJA WANZELER,TIO BABI,PARTIDO ISOLADO,PSOL,PA,IGARAPÉ-MIRI,35,MASCULINO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),PARDA,AGRICULTOR,16625.55,N,S
SANTARÉM,VEREADOR,22002,LUCIANE OLIVEIRA DE SOUSA,LUCIANE OLIVEIRA,PARTIDO ISOLADO,PL,PA,SANTARÉM,34,FEMININO,ENSINO MÉDIO INCOMPLETO,CASADO(A),PARDA,OUTROS,83396.64,N,S
XINGUARA,VEREADOR,65004,JOSE DE RIBAMAR PEREIRA DE DEUS,TOPETE,PARTIDO ISOLADO,PC do B,PA,CURIONÓPOLIS,51,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,SOLTEIRO(A),PARDA,OUTROS,16589.53,N,S
TUCURUÍ,VEREADOR,14500,KELLYN CRISTINA MEDEIROS BATISTA,KELLYN CRISTINA,PARTIDO ISOLADO,PTB,PA,TUCURUÍ,44,FEMININO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),PARDA,OUTROS,77517.41,N,N
TOMÉ-AÇU,VEREADOR,36756,WANGLEICY CAVALCANTE COELHO,GLEICY,PARTIDO ISOLADO,PTC,PA,TOMÉ-AÇU,33,FEMININO,ENSINO FUNDAMENTAL COMPLETO,SOLTEIRO(A),BRANCA,"VENDEDOR PRACISTA, REPRESENTANTE, CAIXEIRO-VIAJANTE E ASSEMELHADOS",24048.38,N,S
CACHOEIRA DO ARARI,VEREADOR,19456,NIL GOMES ARAUJO,NIL MARAJÓ,PARTIDO ISOLADO,PODE,PA,CACHOEIRA DO ARARI,31,MASCULINO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),PRETA,"ESTUDANTE, BOLSISTA, ESTAGIÁRIO E ASSEMELHADOS",12307.75,N,S
MARITUBA,VEREADOR,12192,LEONAN FELIPE DE SOUZA MOURA,LEONAN FELIPE,PARTIDO ISOLADO,PDT,PA,ANANINDEUA,27,MASCULINO,SUPERIOR COMPLETO,SOLTEIRO(A),PARDA,EMPRESÁRIO,29099.54,N,S
NOVA ESPERANÇA DO PIRIÁ,VEREADOR,11111,FRANCISCA JUCILENE DOS SANTOS,JUCE,PARTIDO ISOLADO,PP,PA,NOVA ESPERANÇA DO PIRIÁ,36,FEMININO,ENSINO FUNDAMENTAL INCOMPLETO,SOLTEIRO(A),PARDA,AGRICULTOR,12307.75,N,S
SALVATERRA,VEREADOR,17123,VICTOR THEMISTOCLES COSTA TAVARES,DR VICTOR TAVARES,PARTIDO ISOLADO,PSL,PA,BELÉM,30,MASCULINO,SUPERIOR COMPLETO,SOLTEIRO(A),BRANCA,ADVOGADO,12307.75,N,N
MOCAJUBA,VEREADOR,11002,SOLANGE DO SOCORRO TENÓRIO PANTOJA,SOLANGE DO AREIÃO,PARTIDO ISOLADO,PP,PA,CAMETÁ,32,FEMININO,ENSINO FUNDAMENTAL COMPLETO,SOLTEIRO(A),BRANCA,AGRICULTOR,17706.56,N,N
MARITUBA,VEREADOR,14014,CLAUDIA DO SOCORRO PADILHA RIBEIRO,CLAUDINHA DO RIACHO,PARTIDO ISOLADO,PTB,PA,BRAGANÇA,31,FEMININO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),BRANCA,OUTROS,29099.54,N,S
ULIANÓPOLIS,VEREADOR,40456,JAGSON DE SOUSA VASCONCELOS,PROFESSOR JAGSON,PARTIDO ISOLADO,PSB,PA,PARAGOMINAS,30,MASCULINO,SUPERIOR COMPLETO,CASADO(A),BRANCA,PROFESSOR DE ENSINO MÉDIO,12307.75,N,N
SÃO CAETANO DE ODIVELAS,VEREADOR,51017,MARCOS MACHADO DAMASCENO GOBERT,MARCOS DAMASCENO,PARTIDO ISOLADO,PATRIOTA,PA,SÃO CAETANO DE ODIVELAS,26,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),PARDA,OUTROS,12307.75,N,S
MÃE DO RIO,VEREADOR,19222,GERLLEN NOADIA DE CHAVES BARBOSA,NOÁDIA,PARTIDO ISOLADO,PODE,PA,MÃE DO RIO,28,FEMININO,SUPERIOR INCOMPLETO,SOLTEIRO(A),PARDA,VIGILANTE,12307.75,N,S
SANTO ANTÔNIO DO TAUÁ,VEREADOR,28888,ELIELSON DE SOUSA COSTA,MICHEL COSTA,PARTIDO ISOLADO,PRTB,PA,COLARES,31,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),BRANCA,OUTROS,15743.9,N,S
SANTA ISABEL DO PARÁ,VEREADOR,27555,ELIELSON BRITO DOS REIS,ELIENSON BRITO,PARTIDO ISOLADO,DC,PA,AUGUSTO CORRÊA,30,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),PARDA,OUTROS,33247.26,N,S
BENEVIDES,VEREADOR,51500,PRISCILA CRISTINA FERREIRA DE ABREU,PRISCILA ABREU,PARTIDO ISOLADO,PATRIOTA,PA,BENEVIDES,31,FEMININO,ENSINO FUNDAMENTAL COMPLETO,SOLTEIRO(A),PRETA,VENDEDOR DE COMÉRCIO VAREJISTA E ATACADISTA,39638.66,N,S
ÓBIDOS,VEREADOR,55123,MARCOS PAULO DA SILVA MARINHO DE OLIVEIRA,MARCOS MARINHO,PARTIDO ISOLADO,PSD,PA,ÓBIDOS,28,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,CASADO(A),PARDA,OUTROS,12307.75,N,S
PARAUAPEBAS,VEREADOR,28222,JOSE RAIMUNDO MARTINS,ZE MARTINS,PARTIDO ISOLADO,PRTB,MA,SANTA LUZIA,30,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),PRETA,TAXISTA,211925.15,N,S
BELTERRA,VEREADOR,15123,ANDERSON DOS SANTOS COSTA,ANDERSON JUNHO,PARTIDO ISOLADO,MDB,PA,SANTARÉM,29,MASCULINO,SUPERIOR COMPLETO,SOLTEIRO(A),PARDA,SERVIDOR PÚBLICO MUNICIPAL,18413.21,N,S
BREVES,VEREADOR,90222,IMAIR BARBOSA GUIMARÃES,IMAIR GUIMARÃES,PARTIDO ISOLADO,PROS,PA,BREVES,26,MASCULINO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),PARDA,SERVIDOR PÚBLICO MUNICIPAL,65571.41,N,S
CONCÓRDIA DO PARÁ,VEREADOR,23987,MAYANE MICHELLE DO NASCIMENTO AMARAL,MAYANE,PARTIDO ISOLADO,CIDADANIA,PA,CONCÓRDIA DO PARÁ,30,FEMININO,SUPERIOR COMPLETO,SOLTEIRO(A),PARDA,SERVIDOR PÚBLICO MUNICIPAL,31885.66,N,S
NOVO REPARTIMENTO,VEREADOR,10888,VANESSA MARQUES ROCHA,VANESSA MARQUES,PARTIDO ISOLADO,REPUBLICANOS,MA,GODOFREDO VIANA,28,FEMININO,ENSINO MÉDIO COMPLETO,CASADO(A),PARDA,DONA DE CASA,49644.56,N,N
BREJO GRANDE DO ARAGUAIA,VEREADOR,45120,DYEGO PARLANDRINO LEITE,DYEGO DA REVEMAR,PARTIDO ISOLADO,PSDB,TO,PORTO NACIONAL,31,MASCULINO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),SEM INFORMAÇÃO,"VENDEDOR PRACISTA, REPRESENTANTE, CAIXEIRO-VIAJANTE E ASSEMELHADOS",12307.75,N,S
PARAUAPEBAS,VEREADOR,90010,RAIANNY RODRIGUES DE SOUZA,RAIANNY RODRIGUES,PARTIDO ISOLADO,PROS,PA,PARAUAPEBAS,28,FEMININO,ENSINO MÉDIO COMPLETO,CASADO(A),PARDA,AGENTE ADMINISTRATIVO,211925.15,N,S
ACARÁ,VEREADOR,40120,JOAO VICTOR NATIVIDADE DA TRINDADE,JOAO VICTOR,PARTIDO ISOLADO,PSB,PA,ACARÁ,30,MASCULINO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),PRETA,AGRICULTOR,22325.78,N,S
ACARÁ,VEREADOR,25333,ELBA DA SILVA SILVA,ELBA,PARTIDO ISOLADO,DEM,PA,ACARÁ,31,FEMININO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),PARDA,AGRICULTOR,22325.78,N,S
OURÉM,VEREADOR,10123,MAILANE DE ASSIS ESPINDULA,MAILANE ESPINDULA,PARTIDO ISOLADO,REPUBLICANOS,PA,RURÓPOLIS,30,FEMININO,ENSINO FUNDAMENTAL COMPLETO,CASADO(A),BRANCA,AGRICULTOR,19335.49,N,S
TRACUATEUA,VEREADOR,12222,AURIVAN DA SILVA SOUSA,AURIVAN SOUSA,PARTIDO ISOLADO,PDT,PA,BRAGANÇA,29,MASCULINO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),BRANCA,PROFESSOR DE ENSINO FUNDAMENTAL,12307.75,N,S
BREU BRANCO,VEREADOR,13133,MARIA EUNICE RODRIGUES,EUNICE DO PT,PARTIDO ISOLADO,PT,PA,GOIANÉSIA DO PARÁ,36,FEMININO,ENSINO MÉDIO COMPLETO,CASADO(A),PARDA,SERVIDOR PÚBLICO MUNICIPAL,32270.52,N,S
NOVO REPARTIMENTO,VEREADOR,13113,ANDREIA GOMES ARAUJO SANTOS,ANDREIA VASCONCELLOS,PARTIDO ISOLADO,PT,PA,SÃO GERALDO DO ARAGUAIA,31,FEMININO,ENSINO FUNDAMENTAL INCOMPLETO,DIVORCIADO(A),PARDA,OUTROS,49644.56,N,S
REDENÇÃO,VEREADOR,25424,DIONATA GOMES ALVES,DIONATA SERRALHEIRO,PARTIDO ISOLADO,DEM,PA,REDENÇÃO,27,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),PARDA,SERRALHEIRO,46902.06,N,S
PARAUAPEBAS,VEREADOR,28123,ANDRE LUIZ MOURA LIRA,ANDRE LIRA,PARTIDO ISOLADO,PRTB,PE,MORENO,44,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),PARDA,GERENTE,211925.15,N,S
SÃO DOMINGOS DO ARAGUAIA,VEREADOR,22444,ALINE DE SOUSA BRITO,ALINE DA ESCOLINHA,PARTIDO ISOLADO,PL,PA,SÃO DOMINGOS DO ARAGUAIA,31,FEMININO,SUPERIOR COMPLETO,CASADO(A),PARDA,PROFESSOR DE ENSINO FUNDAMENTAL,47311.7,N,S
SOURE,VEREADOR,45000,MICHEL SILVA DO NASCIMENTO,MICHEL SILVA,PARTIDO ISOLADO,PSDB,PA,SOURE,31,MASCULINO,SUPERIOR INCOMPLETO,CASADO(A),BRANCA,"ESTUDANTE, BOLSISTA, ESTAGIÁRIO E ASSEMELHADOS",15977.14,N,S
GARRAFÃO DO NORTE,VEREADOR,15515,ROSIVANE NUNES DOS SANTOS,NENZINHA DO MAMORANA,PARTIDO ISOLADO,MDB,PA,GARRAFÃO DO NORTE,31,FEMININO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),PARDA,AGRICULTOR,25768.15,N,S
MOJU,VEREADOR,14925,FRANCISCO JOSE FERREIRA PEREIRA,FRANCISCO DO CANDINHO,PARTIDO ISOLADO,PTB,PA,BARCARENA,29,MASCULINO,ENSINO MÉDIO INCOMPLETO,SOLTEIRO(A),PARDA,PESCADOR,12307.75,N,S
SANTARÉM,VEREADOR,19111,ERIC DOS SANTOS PICANÇO,ERIC SANTOS,PARTIDO ISOLADO,PODE,PA,SANTARÉM,32,MASCULINO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),PARDA,OUTROS,83396.64,N,S
AUGUSTO CORRÊA,VEREADOR,13400,JUCINEI DOS SANTOS PEREIRA,JUCINEI,PARTIDO ISOLADO,PT,PA,AUGUSTO CORRÊA,29,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,SOLTEIRO(A),PARDA,AGRICULTOR,16318.14,N,S
MAGALHÃES BARATA,VEREADOR,23456,IGOR SANTOS SARAIVA,IGOR SANTOS,PARTIDO ISOLADO,CIDADANIA,PA,MAGALHÃES BARATA,29,MASCULINO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),PARDA,"PORTEIRO DE EDIFÍCIO, ASCENSORISTA, GARAGISTA E ZELADOR",12307.75,N,S
MONTE ALEGRE,VEREADOR,55333,GEZIEL WALACE LEMOS DA SILVA,ANCINHO GW,PARTIDO ISOLADO,PSD,PA,MONTE ALEGRE,30,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),PRETA,OUTROS,22445.61,N,S
CAPANEMA,VEREADOR,43110,VALCILEIDE CRISTINA OLIVEIRA DA SILVA,LEIDE SAO JOSE,PARTIDO ISOLADO,PV,PA,CAPANEMA,32,FEMININO,ENSINO MÉDIO COMPLETO,CASADO(A),PARDA,OUTROS,49946.34,N,S
DOM ELISEU,VEREADOR,12133,RUBENS MENDES DE SOUSA,RUBENS DO SAF,PARTIDO ISOLADO,PDT,MA,IMPERATRIZ,37,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),PRETA,OUTROS,25493.45,N,S
SÃO SEBASTIÃO DA BOA VISTA,VEREADOR,15000,CARLOS BERNARDO BERTOLO BATISTA,BERNARDO BERTOLO,PARTIDO ISOLADO,MDB,PA,BELÉM,34,MASCULINO,SUPERIOR COMPLETO,SOLTEIRO(A),PARDA,OUTROS,12307.75,N,S
TOMÉ-AÇU,VEREADOR,12888,JOSEANE GUSMÃO TEMBÉ,JOSEANE TEMBÉ,PARTIDO ISOLADO,PDT,PA,TOMÉ-AÇU,29,FEMININO,SUPERIOR COMPLETO,SOLTEIRO(A),INDÍGENA,PEDAGOGO,24048.38,N,S
TOMÉ-AÇU,VEREADOR,51000,LEANDRO DE SOUSA FERREIRA,REI DA CALHA,PARTIDO ISOLADO,PATRIOTA,PA,TOMÉ-AÇU,29,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),BRANCA,COMERCIANTE,24048.38,N,S
SÃO MIGUEL DO GUAMÁ,VEREADOR,55777,RAIMUNDO KENEDY LIMA DOS REIS,KENEDY LIMA,PARTIDO ISOLADO,PSD,PA,SÃO MIGUEL DO GUAMÁ,31,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,SOLTEIRO(A),PARDA,OUTROS,25615.83,N,S
MARABÁ,VEREADOR,13015,GILVAN PEREIRA DE FRANÇA,GILVAN PEREIRA,PARTIDO ISOLADO,PT,PA,MARABÁ,47,MASCULINO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),PARDA,MECÂNICO DE MANUTENÇÃO,238660.11,N,S
TUCUMÃ,VEREADOR,11007,DIVAÍ PEREIRA LUCAS,DIVAÍ LUCAS,PARTIDO ISOLADO,PP,PA,TUCUMÃ,28,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),PARDA,"VENDEDOR PRACISTA, REPRESENTANTE, CAIXEIRO-VIAJANTE E ASSEMELHADOS",130384.6,N,S
ANANINDEUA,VEREADOR,90000,GEAN DIAS RAMALHO,GEAN DIAS,PARTIDO ISOLADO,PROS,PA,BELÉM,36,MASCULINO,SUPERIOR COMPLETO,CASADO(A),PARDA,SERVIDOR PÚBLICO MUNICIPAL,115386.04,N,S
CUMARU DO NORTE,VEREADOR,20200,JEOVÁ DO NASCIMENTO SANTOS,JEOVÁ GARIMPEIRO,PARTIDO ISOLADO,PSC,MA,SENADOR ALEXANDRE COSTA,30,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,SOLTEIRO(A),PRETA,OUTROS,12307.75,N,S
MARACANÃ,VEREADOR,20020,CLEBER SOUZA COSTA,CLEBER DO AÇOGUE,PARTIDO ISOLADO,PSC,PA,MARACANÃ,32,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,CASADO(A),PARDA,OUTROS,17886.82,N,S
TRACUATEUA,VEREADOR,45456,TALYTA CAROLINE DA SILVA NORONHA,TALYTA NORONHA,PARTIDO ISOLADO,PSDB,PA,BRAGANÇA,29,FEMININO,ENSINO MÉDIO COMPLETO,CASADO(A),PARDA,TRABALHADOR RURAL,12307.75,N,S
MAGALHÃES BARATA,VEREADOR,20020,EVILA CARLA NUNES BORGES,EVILA BORGES,PARTIDO ISOLADO,PSC,PA,MAGALHÃES BARATA,33,FEMININO,ENSINO FUNDAMENTAL COMPLETO,CASADO(A),PARDA,COMERCIANTE,12307.75,N,S
NOVO PROGRESSO,VEREADOR,20888,ANGELINA SPAK JUNCHER,ANGELINA SPAK,PARTIDO ISOLADO,PSC,MT,SINOP,37,FEMININO,ENSINO MÉDIO COMPLETO,CASADO(A),PARDA,COMERCIANTE,77927.41,N,S
ANANINDEUA,VEREADOR,20002,AMAURY RIBEIRO,PROFESSOR AMAURY,PARTIDO ISOLADO,PSC,RJ,RIO DE JANEIRO,47,MASCULINO,SUPERIOR COMPLETO,CASADO(A),PARDA,OUTROS,115386.04,N,S
MARABÁ,VEREADOR,20001,JONATHAM DA SILVA SILVA,PROF JONATHAM,PARTIDO ISOLADO,PSC,PA,MARABÁ,30,MASCULINO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),BRANCA,PROFESSOR E INSTRUTOR DE FORMAÇÃO PROFISSIONAL,238660.11,N,N
MOCAJUBA,VEREADOR,90000,ANTONIO WANZELER NETO,NETO WANZELER,PARTIDO ISOLADO,PROS,PA,CAMETÁ,26,MASCULINO,SUPERIOR INCOMPLETO,CASADO(A),BRANCA,OUTROS,17706.56,N,S
MARAPANIM,VEREADOR,20008,ROSIVALDO ANTÔNIO DE SOUSA BOTELHO,PICOLÉ,PARTIDO ISOLADO,PSC,PA,MAGALHÃES BARATA,32,MASCULINO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),PARDA,MOTORISTA DE VEÍCULOS DE TRANSPORTE COLETIVO DE PASSAGEIROS,12307.75,N,N
ORIXIMINÁ,VEREADOR,10000,SAVIO DA CONCEIÇÃO FERREIRA VIANA,SAVINHO VIANA,PARTIDO ISOLADO,REPUBLICANOS,PA,ORIXIMINÁ,35,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,SOLTEIRO(A),BRANCA,GERENTE,45737.83,N,S
TOMÉ-AÇU,VEREADOR,90789,THAISE RODRIGUES SOUZA CAPÁCIO,TATA CAPÁCIO,PARTIDO ISOLADO,PROS,PA,BELÉM,32,FEMININO,ENSINO MÉDIO COMPLETO,CASADO(A),BRANCA,OUTROS,24048.38,N,N
SÃO JOÃO DO ARAGUAIA,VEREADOR,20456,SANDRA PAIVA DE SOUZA,SANDRA PAIVA,PARTIDO ISOLADO,PSC,PA,BREJO GRANDE DO ARAGUAIA,31,FEMININO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),PARDA,TÉCNICO DE ENFERMAGEM E ASSEMELHADOS (EXCETO ENFERMEIRO),12307.75,N,S
SÃO JOÃO DE PIRABAS,VEREADOR,22222,ADSON ANTONIO TEIXEIRA REIS,ADSON REIS,PARTIDO ISOLADO,PL,PA,SÃO JOÃO DE PIRABAS,30,MASCULINO,SUPERIOR COMPLETO,SOLTEIRO(A),PARDA,AGENTE ADMINISTRATIVO,25829.94,N,N
ALTAMIRA,VEREADOR,22001,ELISANDRIA JOSE DIAS,SANDRA DO ASSURINI,PARTIDO ISOLADO,PL,PA,ALTAMIRA,41,FEMININO,ENSINO MÉDIO COMPLETO,CASADO(A),BRANCA,AGRICULTOR,106019.2,N,N
CAPANEMA,VEREADOR,18800,TARCISIO OLIVEIRA COSTA,TARCISO DO FRANGO,PARTIDO ISOLADO,REDE,PA,CAPANEMA,30,MASCULINO,SUPERIOR COMPLETO,SOLTEIRO(A),PARDA,"VENDEDOR PRACISTA, REPRESENTANTE, CAIXEIRO-VIAJANTE E ASSEMELHADOS",49946.34,N,S
MÃE DO RIO,VEREADOR,22789,MARCOS VINICIUS NONATO DE OLIVEIRA,DR.MARCOS VINICIUS,PARTIDO ISOLADO,PL,GO,ABADIA DE GOIÁS,35,MASCULINO,SUPERIOR COMPLETO,SOLTEIRO(A),PARDA,ODONTÓLOGO,12307.75,N,N
BREVES,VEREADOR,40004,ILCA GUEDES PINTO,ILCA GUEDES,PARTIDO ISOLADO,PSB,PA,BREVES,32,FEMININO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),PARDA,OUTROS,65571.41,N,S
SANTARÉM NOVO,VEREADOR,90345,FLAVIANE FURTADO BRAGA,FLÁVIA BRAGA,PARTIDO ISOLADO,PROS,PA,MARACANÃ,36,FEMININO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),PARDA,CABELEIREIRO E BARBEIRO,19813.2,N,S
SANTA ISABEL DO PARÁ,VEREADOR,10200,VALNEY FERREIRA LOPES,NEY DA VAN,PARTIDO ISOLADO,REPUBLICANOS,PA,PARAGOMINAS,30,MASCULINO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),PARDA,MOTORISTA DE VEÍCULOS DE TRANSPORTE COLETIVO DE PASSAGEIROS,33247.26,N,S
ABAETETUBA,VEREADOR,13012,MAGNO PEREIRA DA SILVA,MAGNO SILVA,PARTIDO ISOLADO,PT,PA,ABAETETUBA,28,MASCULINO,SUPERIOR COMPLETO,CASADO(A),PARDA,PROFESSOR DE ENSINO MÉDIO,37269.99,N,S
ELDORADO DOS CARAJÁS,VEREADOR,15147,LEONARDO GONZAGA NUNES,LEONARDO NUNES,PARTIDO ISOLADO,MDB,TO,COLMÉIA,31,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,SOLTEIRO(A),AMARELA,TRABALHADOR RURAL,27706.06,N,S
CACHOEIRA DO ARARI,VEREADOR,40001,HELIO BRUNO SILVA OLIVEIRA,HELIO BRUNO,PARTIDO ISOLADO,PSB,PA,BELÉM,30,MASCULINO,SUPERIOR COMPLETO,SOLTEIRO(A),PARDA,"ESTUDANTE, BOLSISTA, ESTAGIÁRIO E ASSEMELHADOS",12307.75,N,S
XINGUARA,VEREADOR,22123,DEIVID GILSON PEREIRA DE QUEIROZ,DEVID CARANGOS,PARTIDO ISOLADO,PL,GO,GOIÂNIA,37,MASCULINO,LÊ E ESCREVE,CASADO(A),PARDA,COMERCIANTE,16589.53,N,S
PLACAS,VEREADOR,15240,CLEISON DOS SANTOS VIEIRA,GLEISSON SANTOS,PARTIDO ISOLADO,MDB,PA,PLACAS,36,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),PARDA,SERVIDOR PÚBLICO MUNICIPAL,31317.13,N,S
SÃO FÉLIX DO XINGU,VEREADOR,40000,NILRYEL SALLES PINTO,NILRYEL,PARTIDO ISOLADO,PSB,PA,SÃO FÉLIX DO XINGU,28,MASCULINO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),PARDA,MOTORISTA PARTICULAR,53959.13,N,S
PARAGOMINAS,VEREADOR,55456,FABIO ARAUJO BRITO,FABIO BRITO,PARTIDO ISOLADO,PSD,PA,PARAGOMINAS,29,MASCULINO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),PARDA,PRODUTOR DE ESPETÁCULOS PÚBLICOS,33995.83,N,S
PONTA DE PEDRAS,VEREADOR,45123,WAGNER PEREIRA DE PEREIRA,PROFESSOR WAGNER,PARTIDO ISOLADO,PSDB,PA,PONTA DE PEDRAS,31,MASCULINO,SUPERIOR COMPLETO,SOLTEIRO(A),PARDA,PROFESSOR DE ENSINO FUNDAMENTAL,15661.76,N,S
CAPANEMA,VEREADOR,10000,MARCIO DE OLIVEIRA MELO,MARCIO MELO EUFISCALIZO,PARTIDO ISOLADO,REPUBLICANOS,PA,CAPANEMA,32,MASCULINO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),BRANCA,AUXILIAR DE ESCRITÓRIO E ASSEMELHADOS,49946.34,N,S
BARCARENA,VEREADOR,15789,RAYLSON CARLOS DA SILVA TAVARES,RAYLSON TAVARES,PARTIDO ISOLADO,MDB,PA,BARCARENA,29,MASCULINO,SUPERIOR COMPLETO,CASADO(A),PARDA,SERVIDOR PÚBLICO MUNICIPAL,52834.7,N,S
SÃO JOÃO DO ARAGUAIA,VEREADOR,12123,MARCOS ALEXANDRE BERNARDO DA SILVA,ALEXANDRE BERNARDO,PARTIDO ISOLADO,PDT,PA,MARABÁ,31,MASCULINO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),PARDA,MOTORISTA PARTICULAR,12307.75,N,S
CURUÇÁ,VEREADOR,40007,JULIANA LUISE TEIXEIRA MODESTO,JULIANA MODESTO,PARTIDO ISOLADO,PSB,PA,CURUÇÁ,30,FEMININO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),PARDA,OUTROS,19539.08,N,N
ITUPIRANGA,VEREADOR,55130,WAGNO DAS SILVA GODOI,WAGNO GODOY,PARTIDO ISOLADO,PSD,PA,ITUPIRANGA,30,MASCULINO,SUPERIOR COMPLETO,CASADO(A),PARDA,VEREADOR,25692.1,N,S
COLARES,VEREADOR,20222,EMERSON AUGUSTO BARATA FERREIRA,PÃOZINHO,PARTIDO ISOLADO,PSC,PA,COLARES,33,MASCULINO,SUPERIOR COMPLETO,CASADO(A),PRETA,PESCADOR,12307.75,N,S
OEIRAS DO PARÁ,VEREADOR,33111,ROBERTA CRISTIANY ALFAIA ARAUJO,ROBERTA ARAUJO,PARTIDO ISOLADO,PMN,PA,OEIRAS DO PARÁ,30,FEMININO,SUPERIOR INCOMPLETO,SOLTEIRO(A),BRANCA,PESCADOR,42582.54,N,S
BELTERRA,VEREADOR,20265,INGREDY ROSANE FARIAS DA CRUZ COLAÇO,INGREDY ROSANE,PARTIDO ISOLADO,PSC,PA,BELTERRA,30,FEMININO,ENSINO MÉDIO COMPLETO,CASADO(A),PARDA,DONA DE CASA,18413.21,N,S
