Municipio,Cargo,Tipo_Agremiacao,Partido,UF_Nascimento,Idade_Posse,Genero,Grau_Instrucao,Estado_Civil,Declar_Racial,Reeleicao,Declar_Bens,Valor_Total_Declarado,Situacao
MARITUBA,VEREADOR,PARTIDO ISOLADO,PSD,PA,36,MASCULINO,SUPERIOR COMPLETO,CASADO(A),BRANCA,N,S,7687.2,ELEITO POR MÉDIA
BELÉM,VEREADOR,PARTIDO ISOLADO,PV,PA,25,MASCULINO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),SEM INFORMAÇÃO,N,S,2239.91,NÃO ELEITO
ANANINDEUA,VEREADOR,PARTIDO ISOLADO,PDT,PA,34,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),PARDA,N,S,623.5,SUPLENTE
SALINÓPOLIS,VEREADOR,PARTIDO ISOLADO,MDB,PA,40,MASCULINO,SUPERIOR COMPLETO,SOLTEIRO(A),PARDA,N,S,250.0,SUPLENTE
BELÉM,VEREADOR,PARTIDO ISOLADO,PTC,PA,41,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),PARDA,N,N,1340.0,SUPLENTE
BARCARENA,VEREADOR,PARTIDO ISOLADO,PDT,PA,32,MASCULINO,SUPERIOR COMPLETO,CASADO(A),PARDA,N,N,8079.85,NÃO ELEITO
CASTANHAL,VEREADOR,PARTIDO ISOLADO,PSDB,PA,40,FEMININO,SUPERIOR COMPLETO,SOLTEIRO(A),BRANCA,N,S,162.7,SUPLENTE
MONTE ALEGRE,VEREADOR,PARTIDO ISOLADO,PSD,PA,36,FEMININO,SUPERIOR COMPLETO,SOLTEIRO(A),BRANCA,N,S,3500.0,SUPLENTE
ALTAMIRA,VEREADOR,PARTIDO ISOLADO,PODE,PA,36,FEMININO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),BRANCA,N,S,4650.0,NÃO ELEITO
MARITUBA,VEREADOR,PARTIDO ISOLADO,PSD,PA,44,FEMININO,SUPERIOR COMPLETO,CASADO(A),BRANCA,N,S,3720.0,SUPLENTE
SÃO DOMINGOS DO ARAGUAIA,VEREADOR,PARTIDO ISOLADO,PL,PA,31,FEMININO,SUPERIOR COMPLETO,CASADO(A),PARDA,N,S,230.0,SUPLENTE
OURÉM,VEREADOR,PARTIDO ISOLADO,PSDB,PA,19,FEMININO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),PRETA,N,S,200.0,SUPLENTE
BELTERRA,VEREADOR,PARTIDO ISOLADO,DEM,PA,38,FEMININO,SUPERIOR COMPLETO,CASADO(A),PARDA,N,S,1000.0,SUPLENTE
BUJARU,VEREADOR,PARTIDO ISOLADO,PT,PA,54,FEMININO,SUPERIOR COMPLETO,DIVORCIADO(A),PARDA,N,S,3734.0,SUPLENTE
CONCÓRDIA DO PARÁ,VEREADOR,PARTIDO ISOLADO,DEM,PA,19,MASCULINO,ENSINO MÉDIO INCOMPLETO,SOLTEIRO(A),PARDA,N,N,1000.0,SUPLENTE
IRITUIA,VEREADOR,PARTIDO ISOLADO,MDB,PA,42,FEMININO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),PARDA,N,S,1488.05,SUPLENTE
SANTA LUZIA DO PARÁ,VEREADOR,PARTIDO ISOLADO,MDB,MA,37,FEMININO,SUPERIOR COMPLETO,SOLTEIRO(A),PARDA,N,S,300.0,SUPLENTE
SÃO JOÃO DO ARAGUAIA,VEREADOR,PARTIDO ISOLADO,PSDB,PA,29,FEMININO,ENSINO FUNDAMENTAL COMPLETO,SOLTEIRO(A),PARDA,N,S,1180.0,SUPLENTE
CASTANHAL,VEREADOR,PARTIDO ISOLADO,PSC,PA,45,MASCULINO,SUPERIOR INCOMPLETO,DIVORCIADO(A),PARDA,N,S,339.8,SUPLENTE
MARAPANIM,VEREADOR,PARTIDO ISOLADO,DEM,PA,41,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),PARDA,N,S,1990.0,SUPLENTE
BUJARU,VEREADOR,PARTIDO ISOLADO,PATRIOTA,PA,55,MASCULINO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),PARDA,N,S,3334.6,ELEITO POR QP
CUMARU DO NORTE,VEREADOR,PARTIDO ISOLADO,PSC,TO,52,MASCULINO,LÊ E ESCREVE,CASADO(A),PARDA,N,S,2800.0,SUPLENTE
ALMEIRIM,VEREADOR,PARTIDO ISOLADO,MDB,PA,37,MASCULINO,ENSINO FUNDAMENTAL INCOMPLETO,CASADO(A),SEM INFORMAÇÃO,N,S,710.0,SUPLENTE
ALTAMIRA,VEREADOR,PARTIDO ISOLADO,REPUBLICANOS,PA,35,FEMININO,ENSINO MÉDIO COMPLETO,CASADO(A),PARDA,N,S,1850.0,NÃO ELEITO
VIGIA,VEREADOR,PARTIDO ISOLADO,PROS,PA,22,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),PARDA,N,S,500.0,SUPLENTE
CASTANHAL,VEREADOR,PARTIDO ISOLADO,PSD,PA,35,MASCULINO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),PARDA,N,S,1000.0,SUPLENTE
JACUNDÁ,VEREADOR,PARTIDO ISOLADO,PSL,PA,41,MASCULINO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),BRANCA,N,S,2220.6800000000003,SUPLENTE
BARCARENA,VEREADOR,PARTIDO ISOLADO,REPUBLICANOS,PE,44,MASCULINO,ENSINO FUNDAMENTAL INCOMPLETO,SOLTEIRO(A),BRANCA,N,N,898.6,SUPLENTE
BREVES,VEREADOR,PARTIDO ISOLADO,PSB,PA,36,MASCULINO,SUPERIOR COMPLETO,CASADO(A),PARDA,N,S,1848.0,ELEITO POR QP
ALMEIRIM,VEREADOR,PARTIDO ISOLADO,PTB,PA,76,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),SEM INFORMAÇÃO,N,S,500.0,SUPLENTE
NOVA IPIXUNA,VEREADOR,PARTIDO ISOLADO,PTB,PA,53,FEMININO,ENSINO FUNDAMENTAL COMPLETO,CASADO(A),BRANCA,N,S,200.0,SUPLENTE
PACAJÁ,VEREADOR,PARTIDO ISOLADO,PT,PA,27,MASCULINO,SUPERIOR COMPLETO,SOLTEIRO(A),PARDA,N,S,950.0,SUPLENTE
SANTANA DO ARAGUAIA,VEREADOR,PARTIDO ISOLADO,CIDADANIA,PA,33,MASCULINO,SUPERIOR COMPLETO,SOLTEIRO(A),PARDA,N,S,3750.0,ELEITO POR MÉDIA
REDENÇÃO,VEREADOR,PARTIDO ISOLADO,AVANTE,PA,41,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),PARDA,N,N,490.0,SUPLENTE
FARO,VEREADOR,PARTIDO ISOLADO,PROS,AM,45,MASCULINO,SUPERIOR COMPLETO,SOLTEIRO(A),BRANCA,N,S,800.0,ELEITO POR QP
SANTARÉM,VEREADOR,PARTIDO ISOLADO,PSDB,PA,55,MASCULINO,SUPERIOR COMPLETO,CASADO(A),PARDA,N,S,12447.58,SUPLENTE
IPIXUNA DO PARÁ,VEREADOR,PARTIDO ISOLADO,PSD,BA,25,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,SOLTEIRO(A),BRANCA,N,S,70.45,SUPLENTE
SANTARÉM,VEREADOR,PARTIDO ISOLADO,PL,PA,34,MASCULINO,SUPERIOR COMPLETO,SOLTEIRO(A),PARDA,N,S,1070.0,SUPLENTE
MOJU,VEREADOR,PARTIDO ISOLADO,PSC,PA,25,MASCULINO,ENSINO MÉDIO INCOMPLETO,SOLTEIRO(A),PARDA,N,N,7400.0,ELEITO POR MÉDIA
ALENQUER,VEREADOR,PARTIDO ISOLADO,DEM,PA,52,MASCULINO,SUPERIOR COMPLETO,DIVORCIADO(A),PARDA,N,S,150.0,SUPLENTE
CURIONÓPOLIS,VEREADOR,PARTIDO ISOLADO,PL,PA,28,MASCULINO,SUPERIOR COMPLETO,CASADO(A),PARDA,N,S,3000.0,ELEITO POR QP
BELÉM,VEREADOR,PARTIDO ISOLADO,PRTB,PA,53,MASCULINO,SUPERIOR COMPLETO,SOLTEIRO(A),PARDA,N,S,2000.0,NÃO ELEITO
ANANINDEUA,VEREADOR,PARTIDO ISOLADO,PC do B,RJ,52,MASCULINO,SUPERIOR COMPLETO,DIVORCIADO(A),PRETA,N,S,4434.7,NÃO ELEITO
CAPANEMA,VEREADOR,PARTIDO ISOLADO,PV,PA,46,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,CASADO(A),PRETA,N,N,1000.0,SUPLENTE
BELÉM,VEREADOR,PARTIDO ISOLADO,PTC,PA,44,MASCULINO,SUPERIOR COMPLETO,CASADO(A),BRANCA,N,S,9949.8,SUPLENTE
PACAJÁ,VEREADOR,PARTIDO ISOLADO,PMN,SP,46,MASCULINO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),PARDA,N,S,120.0,SUPLENTE
SÃO MIGUEL DO GUAMÁ,VEREADOR,PARTIDO ISOLADO,CIDADANIA,PA,45,MASCULINO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),PRETA,S,S,1000.0,SUPLENTE
BREU BRANCO,VEREADOR,PARTIDO ISOLADO,PT,PA,42,MASCULINO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),PARDA,N,S,594.27,NÃO ELEITO
FLORESTA DO ARAGUAIA,VEREADOR,PARTIDO ISOLADO,PSD,AL,42,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,SOLTEIRO(A),BRANCA,N,S,18364.85,ELEITO POR MÉDIA
IRITUIA,VEREADOR,PARTIDO ISOLADO,PTB,PA,36,MASCULINO,ENSINO FUNDAMENTAL INCOMPLETO,SOLTEIRO(A),PRETA,N,N,500.0,SUPLENTE
ANANINDEUA,VEREADOR,PARTIDO ISOLADO,PSB,SP,43,MASCULINO,SUPERIOR COMPLETO,CASADO(A),PARDA,N,S,10422.16,SUPLENTE
PORTO DE MOZ,VEREADOR,PARTIDO ISOLADO,PSDB,PA,32,MASCULINO,SUPERIOR COMPLETO,SOLTEIRO(A),PARDA,N,S,12014.0,SUPLENTE
BREVES,VEREADOR,PARTIDO ISOLADO,SOLIDARIEDADE,PA,46,MASCULINO,SUPERIOR COMPLETO,SOLTEIRO(A),PARDA,N,S,22853.85,NÃO ELEITO
SOURE,VEREADOR,PARTIDO ISOLADO,PRTB,PA,47,MASCULINO,SUPERIOR COMPLETO,SOLTEIRO(A),PARDA,N,S,560.0,SUPLENTE
BELÉM,VEREADOR,PARTIDO ISOLADO,PROS,PA,30,MASCULINO,SUPERIOR COMPLETO,CASADO(A),PARDA,N,S,9554.0,SUPLENTE
SOURE,VEREADOR,PARTIDO ISOLADO,PT,PA,39,MASCULINO,ENSINO MÉDIO INCOMPLETO,SOLTEIRO(A),PARDA,N,S,1594.27,SUPLENTE
SANTARÉM,VEREADOR,PARTIDO ISOLADO,MDB,PA,36,MASCULINO,SUPERIOR COMPLETO,SOLTEIRO(A),PARDA,N,S,13676.35,ELEITO POR QP
CASTANHAL,VEREADOR,PARTIDO ISOLADO,PSDB,PA,35,MASCULINO,ENSINO FUNDAMENTAL INCOMPLETO,CASADO(A),PARDA,N,S,1162.75,SUPLENTE
PORTO DE MOZ,VEREADOR,PARTIDO ISOLADO,PSC,PA,30,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),PARDA,N,S,169.9,SUPLENTE
REDENÇÃO,VEREADOR,PARTIDO ISOLADO,PSL,CE,40,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,CASADO(A),PARDA,N,N,5000.0,SUPLENTE
CAMETÁ,VEREADOR,PARTIDO ISOLADO,PSB,PA,41,MASCULINO,SUPERIOR COMPLETO,CASADO(A),PARDA,N,S,3986.35,SUPLENTE
CUMARU DO NORTE,VEREADOR,PARTIDO ISOLADO,PTB,MT,36,MASCULINO,LÊ E ESCREVE,CASADO(A),PARDA,N,S,500.0,SUPLENTE
ACARÁ,VEREADOR,PARTIDO ISOLADO,PSB,PA,36,MASCULINO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),PARDA,N,N,700.0,SUPLENTE
SANTA MARIA DAS BARREIRAS,VEREADOR,PARTIDO ISOLADO,PT,SP,58,MASCULINO,SUPERIOR COMPLETO,SOLTEIRO(A),PARDA,N,N,590.45,NÃO ELEITO
BUJARU,VEREADOR,PARTIDO ISOLADO,CIDADANIA,PA,32,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),PARDA,N,S,650.0,NÃO ELEITO
URUARÁ,VEREADOR,PARTIDO ISOLADO,PL,PA,42,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,SOLTEIRO(A),PRETA,N,S,1480.0,ELEITO POR MÉDIA
COLARES,VEREADOR,PARTIDO ISOLADO,PT,PA,43,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,SOLTEIRO(A),PARDA,N,S,594.25,NÃO ELEITO
ANANINDEUA,VEREADOR,PARTIDO ISOLADO,MDB,PA,42,MASCULINO,SUPERIOR COMPLETO,CASADO(A),PARDA,S,S,24991.9,SUPLENTE
TAILÂNDIA,VEREADOR,PARTIDO ISOLADO,PDT,PA,43,MASCULINO,SUPERIOR COMPLETO,SOLTEIRO(A),PARDA,N,S,330.0,SUPLENTE
BELTERRA,VEREADOR,PARTIDO ISOLADO,DEM,PA,59,FEMININO,ENSINO MÉDIO COMPLETO,CASADO(A),PARDA,N,S,1000.0,SUPLENTE
JURUTI,VEREADOR,PARTIDO ISOLADO,PSL,PA,46,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,SOLTEIRO(A),PARDA,N,S,8000.0,NÃO ELEITO
MELGAÇO,VEREADOR,PARTIDO ISOLADO,PTB,PA,34,MASCULINO,SUPERIOR COMPLETO,SOLTEIRO(A),PARDA,N,S,600.0,SUPLENTE
PARAGOMINAS,VEREADOR,PARTIDO ISOLADO,PSDB,MG,49,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),SEM INFORMAÇÃO,N,S,16679.229999999996,ELEITO POR QP
SANTARÉM,VEREADOR,PARTIDO ISOLADO,PV,PA,44,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,CASADO(A),PARDA,N,S,2835.25,SUPLENTE
ORIXIMINÁ,VEREADOR,PARTIDO ISOLADO,PDT,PA,41,MASCULINO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),PARDA,N,S,3000.0,SUPLENTE
ORIXIMINÁ,VEREADOR,PARTIDO ISOLADO,PSD,PA,46,MASCULINO,SUPERIOR COMPLETO,SOLTEIRO(A),PARDA,N,S,3564.0,SUPLENTE
OEIRAS DO PARÁ,VEREADOR,PARTIDO ISOLADO,PP,PA,33,MASCULINO,SUPERIOR COMPLETO,SOLTEIRO(A),PARDA,N,S,1800.0,ELEITO POR MÉDIA
CURIONÓPOLIS,VEREADOR,PARTIDO ISOLADO,PSD,GO,43,MASCULINO,SUPERIOR INCOMPLETO,CASADO(A),PARDA,N,S,5799.95,NÃO ELEITO
SANTA BÁRBARA DO PARÁ,VEREADOR,PARTIDO ISOLADO,PT,PA,41,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,SOLTEIRO(A),PARDA,N,S,594.27,ELEITO POR MÉDIA
SANTANA DO ARAGUAIA,VEREADOR,PARTIDO ISOLADO,PSD,GO,45,MASCULINO,ENSINO FUNDAMENTAL INCOMPLETO,CASADO(A),BRANCA,N,S,2206.0,SUPLENTE
SENADOR JOSÉ PORFÍRIO,VEREADOR,PARTIDO ISOLADO,PSDB,CE,41,MASCULINO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),PRETA,N,S,459.6,SUPLENTE
IPIXUNA DO PARÁ,VEREADOR,PARTIDO ISOLADO,PL,PA,38,MASCULINO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),PARDA,N,S,79.9,SUPLENTE
PARAGOMINAS,VEREADOR,PARTIDO ISOLADO,PTB,PA,45,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,CASADO(A),BRANCA,N,S,950.0,SUPLENTE
CASTANHAL,VEREADOR,PARTIDO ISOLADO,SOLIDARIEDADE,PA,44,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,CASADO(A),PARDA,N,S,3000.0,NÃO ELEITO
MOJUÍ DOS CAMPOS,VEREADOR,PARTIDO ISOLADO,PSDB,PA,29,FEMININO,SUPERIOR COMPLETO,SOLTEIRO(A),BRANCA,N,S,800.0,SUPLENTE
SALVATERRA,VEREADOR,PARTIDO ISOLADO,PDT,PA,32,FEMININO,ENSINO FUNDAMENTAL COMPLETO,SOLTEIRO(A),BRANCA,N,S,1200.0,NÃO ELEITO
BELÉM,VEREADOR,PARTIDO ISOLADO,PSC,PA,38,FEMININO,ENSINO MÉDIO INCOMPLETO,SOLTEIRO(A),PARDA,N,N,6244.799999999999,SUPLENTE
ANANINDEUA,VEREADOR,PARTIDO ISOLADO,PV,PA,37,FEMININO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),PARDA,N,N,4703.0,SUPLENTE
BREVES,VEREADOR,PARTIDO ISOLADO,SOLIDARIEDADE,PA,35,FEMININO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),PARDA,N,S,5482.0,NÃO ELEITO
TUCURUÍ,VEREADOR,PARTIDO ISOLADO,REPUBLICANOS,PA,46,FEMININO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),PARDA,N,N,1700.0,SUPLENTE
ANANINDEUA,VEREADOR,PARTIDO ISOLADO,PT,PA,25,FEMININO,ENSINO FUNDAMENTAL COMPLETO,SOLTEIRO(A),PRETA,N,S,7702.89,NÃO ELEITO
IPIXUNA DO PARÁ,VEREADOR,PARTIDO ISOLADO,PT,PA,50,FEMININO,ENSINO MÉDIO COMPLETO,CASADO(A),PARDA,N,S,860.45,SUPLENTE
NOVO REPARTIMENTO,VEREADOR,PARTIDO ISOLADO,PSC,PA,34,FEMININO,ENSINO FUNDAMENTAL INCOMPLETO,SOLTEIRO(A),BRANCA,N,S,500.0,SUPLENTE
BELÉM,VEREADOR,PARTIDO ISOLADO,PSB,PA,46,FEMININO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),BRANCA,N,S,3000.0,SUPLENTE
ITAITUBA,VEREADOR,PARTIDO ISOLADO,PSB,PA,41,FEMININO,SUPERIOR INCOMPLETO,SOLTEIRO(A),BRANCA,N,N,2704.55,SUPLENTE
SÃO GERALDO DO ARAGUAIA,VEREADOR,PARTIDO ISOLADO,MDB,PA,46,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),PARDA,N,S,739.7,SUPLENTE
TUCUMÃ,VEREADOR,PARTIDO ISOLADO,PSDB,PA,24,MASCULINO,ENSINO FUNDAMENTAL INCOMPLETO,SOLTEIRO(A),BRANCA,N,S,5157.5,SUPLENTE
FLORESTA DO ARAGUAIA,VEREADOR,PARTIDO ISOLADO,AVANTE,PA,40,FEMININO,ENSINO MÉDIO INCOMPLETO,CASADO(A),PARDA,N,S,1444.0,NÃO ELEITO
PARAGOMINAS,VEREADOR,PARTIDO ISOLADO,PODE,PA,50,MASCULINO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),BRANCA,N,S,1200.0,SUPLENTE
JURUTI,VEREADOR,PARTIDO ISOLADO,PT,PA,41,MASCULINO,SUPERIOR COMPLETO,CASADO(A),PARDA,N,S,7649.999999999999,SUPLENTE
REDENÇÃO,VEREADOR,PARTIDO ISOLADO,PC do B,PA,32,FEMININO,SUPERIOR COMPLETO,CASADO(A),BRANCA,N,N,91.0,NÃO ELEITO
JACAREACANGA,VEREADOR,PARTIDO ISOLADO,MDB,PA,33,MASCULINO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),INDÍGENA,N,S,1770.0,ELEITO POR MÉDIA
NOVO PROGRESSO,VEREADOR,PARTIDO ISOLADO,PSDB,MA,42,FEMININO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),PARDA,N,S,3644.8,SUPLENTE
AURORA DO PARÁ,VEREADOR,PARTIDO ISOLADO,DEM,PA,38,MASCULINO,SUPERIOR COMPLETO,CASADO(A),PARDA,N,S,1090.0,SUPLENTE
SANTA MARIA DAS BARREIRAS,VEREADOR,PARTIDO ISOLADO,PSD,TO,54,MASCULINO,ENSINO MÉDIO INCOMPLETO,SOLTEIRO(A),PARDA,N,S,2022.1,ELEITO POR QP
SANTARÉM,VEREADOR,PARTIDO ISOLADO,MDB,PA,29,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,SOLTEIRO(A),PARDA,N,S,850.0,SUPLENTE
SANTA MARIA DAS BARREIRAS,VEREADOR,PARTIDO ISOLADO,PTB,TO,46,MASCULINO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),PARDA,N,S,500.0,NÃO ELEITO
SÃO GERALDO DO ARAGUAIA,VEREADOR,PARTIDO ISOLADO,PL,GO,49,MASCULINO,LÊ E ESCREVE,CASADO(A),PARDA,N,S,664.9,SUPLENTE
CURRALINHO,VEREADOR,PARTIDO ISOLADO,PL,PA,40,MASCULINO,ENSINO MÉDIO INCOMPLETO,SOLTEIRO(A),PARDA,N,S,165.0,NÃO ELEITO
CURRALINHO,VEREADOR,PARTIDO ISOLADO,PROS,PA,56,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),PARDA,S,S,1500.0,SUPLENTE
ANANINDEUA,VEREADOR,PARTIDO ISOLADO,PV,PA,32,MASCULINO,ENSINO MÉDIO INCOMPLETO,SOLTEIRO(A),PARDA,N,S,500.0,SUPLENTE
TUCURUÍ,VEREADOR,PARTIDO ISOLADO,MDB,PA,49,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),PARDA,N,S,1100.0,SUPLENTE
IGARAPÉ-AÇU,VEREADOR,PARTIDO ISOLADO,PODE,PA,32,MASCULINO,SUPERIOR INCOMPLETO,SOLTEIRO(A),PARDA,S,S,3480.0,ELEITO POR QP
ALTAMIRA,VEREADOR,PARTIDO ISOLADO,PT,SC,56,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),BRANCA,N,N,1594.27,NÃO ELEITO
JACUNDÁ,VEREADOR,PARTIDO ISOLADO,REPUBLICANOS,GO,51,MASCULINO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),PARDA,N,N,2998.56,SUPLENTE
NOVA ESPERANÇA DO PIRIÁ,VEREADOR,PARTIDO ISOLADO,PP,PA,24,FEMININO,ENSINO FUNDAMENTAL INCOMPLETO,SOLTEIRO(A),PARDA,N,S,1440.0,SUPLENTE
MÃE DO RIO,VEREADOR,PARTIDO ISOLADO,PSD,PA,35,FEMININO,LÊ E ESCREVE,SOLTEIRO(A),PARDA,N,S,790.9,NÃO ELEITO
IGARAPÉ-MIRI,VEREADOR,PARTIDO ISOLADO,PRTB,PA,39,FEMININO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),BRANCA,N,S,1000.0,NÃO ELEITO
OURILÂNDIA DO NORTE,VEREADOR,PARTIDO ISOLADO,PSC,TO,66,FEMININO,ENSINO FUNDAMENTAL INCOMPLETO,CASADO(A),PARDA,N,S,3461.0,SUPLENTE
MONTE ALEGRE,VEREADOR,PARTIDO ISOLADO,PSC,PA,60,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),PARDA,S,S,1491.5,SUPLENTE
ALENQUER,VEREADOR,PARTIDO ISOLADO,PODE,PA,36,FEMININO,ENSINO MÉDIO COMPLETO,CASADO(A),PARDA,N,S,1025.75,NÃO ELEITO
BUJARU,VEREADOR,PARTIDO ISOLADO,PT,PA,37,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,CASADO(A),PARDA,N,S,2350.0,SUPLENTE
SÃO GERALDO DO ARAGUAIA,VEREADOR,PARTIDO ISOLADO,AVANTE,TO,41,FEMININO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),PARDA,N,S,219.7,NÃO ELEITO
VISEU,VEREADOR,PARTIDO ISOLADO,PTB,PA,39,FEMININO,SUPERIOR COMPLETO,SOLTEIRO(A),PARDA,N,S,1500.0,SUPLENTE
SÃO DOMINGOS DO CAPIM,VEREADOR,PARTIDO ISOLADO,PL,PA,46,MASCULINO,ENSINO MÉDIO INCOMPLETO,SOLTEIRO(A),PARDA,N,S,830.0,ELEITO POR MÉDIA
TRAIRÃO,VEREADOR,PARTIDO ISOLADO,REPUBLICANOS,PA,30,FEMININO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),PARDA,N,S,1000.0,NÃO ELEITO
CASTANHAL,VEREADOR,PARTIDO ISOLADO,PDT,PA,54,MASCULINO,SUPERIOR COMPLETO,DIVORCIADO(A),PARDA,N,S,1775.0,SUPLENTE
IRITUIA,VEREADOR,PARTIDO ISOLADO,DEM,PA,38,FEMININO,SUPERIOR COMPLETO,SOLTEIRO(A),PARDA,N,S,200.0,SUPLENTE
BARCARENA,VEREADOR,PARTIDO ISOLADO,PODE,PA,59,MASCULINO,SUPERIOR COMPLETO,CASADO(A),PARDA,N,S,2650.0,SUPLENTE
MARAPANIM,VEREADOR,PARTIDO ISOLADO,PSD,PA,36,FEMININO,ENSINO FUNDAMENTAL COMPLETO,SOLTEIRO(A),PARDA,N,S,1025.8,SUPLENTE
ALENQUER,VEREADOR,PARTIDO ISOLADO,REDE,PA,39,FEMININO,SUPERIOR COMPLETO,SOLTEIRO(A),BRANCA,N,S,410.0,SUPLENTE
ALMEIRIM,VEREADOR,PARTIDO ISOLADO,PODE,PA,21,FEMININO,ENSINO FUNDAMENTAL INCOMPLETO,CASADO(A),SEM INFORMAÇÃO,N,S,690.0,NÃO ELEITO
TAILÂNDIA,VEREADOR,PARTIDO ISOLADO,PSB,PA,49,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),PARDA,N,S,250.0,NÃO ELEITO
PLACAS,VEREADOR,PARTIDO ISOLADO,PT,RS,51,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),BRANCA,N,S,575.27,SUPLENTE
SÃO FRANCISCO DO PARÁ,VEREADOR,PARTIDO ISOLADO,PP,PA,34,FEMININO,ENSINO FUNDAMENTAL COMPLETO,CASADO(A),PARDA,N,S,1500.0,NÃO ELEITO
MEDICILÂNDIA,VEREADOR,PARTIDO ISOLADO,PDT,PA,42,FEMININO,SUPERIOR COMPLETO,DIVORCIADO(A),PRETA,N,S,500.0,SUPLENTE
SÃO FÉLIX DO XINGU,VEREADOR,PARTIDO ISOLADO,PSC,PA,39,MASCULINO,ENSINO FUNDAMENTAL INCOMPLETO,SOLTEIRO(A),PRETA,N,N,6216.35,SUPLENTE
JACUNDÁ,VEREADOR,PARTIDO ISOLADO,PODE,PA,42,FEMININO,LÊ E ESCREVE,SOLTEIRO(A),PARDA,N,N,2630.0,SUPLENTE
IGARAPÉ-AÇU,VEREADOR,PARTIDO ISOLADO,PSDB,PA,68,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),PARDA,N,S,2072.1,ELEITO POR QP
BELTERRA,VEREADOR,PARTIDO ISOLADO,MDB,PA,47,MASCULINO,SUPERIOR COMPLETO,DIVORCIADO(A),BRANCA,N,S,310.45,SUPLENTE
JURUTI,VEREADOR,PARTIDO ISOLADO,MDB,PA,38,FEMININO,ENSINO FUNDAMENTAL INCOMPLETO,CASADO(A),PARDA,N,S,250.0,SUPLENTE
SOURE,VEREADOR,PARTIDO ISOLADO,PRTB,PA,64,FEMININO,ENSINO MÉDIO COMPLETO,CASADO(A),PARDA,N,S,660.9,SUPLENTE
SOURE,VEREADOR,PARTIDO ISOLADO,MDB,PA,41,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),PARDA,S,S,1240.0,ELEITO POR MÉDIA
