Numero_Candidato,Nome_Completo,Votos,Situacao
50999,ANANIAS TEIXEIRA MASCARENHAS FILHO,17,SUPLENTE
12333,ANANIAS FIRMINO DOS SANTOS,1,SUPLENTE
70775,ANANIAS DOS SANTOS ARRUDA,50,NÃO ELEITO
70777,ANANIAS DA SILVA RODRIGUES,90,NÃO ELEITO
22555,ANANIAS DA SILVA LIMA,119,SUPLENTE
13111,ANANIAS CALDEIRA DE MORAES,1,NÃO ELEITO
15222,ANANIAS BRAGA DA SILVA,150,SUPLENTE
20200,ANANIAS ARRUDA DOS SANTOS,805,ELEITO POR QP
36456,ANANIAS ALMEIDA BARBOSA,65,NÃO ELEITO
14121,ANALINA REONILIA PORTELA MESSIAS,63,NÃO ELEITO
27232,ANALICIO PACHECO SANTOS,8,NÃO ELEITO
15677,ANALICE DA SILVA CASTILHO,127,SUPLENTE
23100,ANALICE BEZERRA RODRIGUES PINHEIRO,58,SUPLENTE
40777,ANAISE ALVES DE ALMEIDA,39,SUPLENTE
20111,ANAGIBIO SOUSA PEREIRA,224,ELEITO POR MÉDIA
22444,ANACILA MENEZES DE JESUS,24,SUPLENTE
15222,ANA ZILDA DAS NEVES BARROS,58,SUPLENTE
70777,ANA VIRGÍNIA PANTOJA CORREA,64,SUPLENTE
14500,ANA VERA TAVARES DE ARAUJO,109,SUPLENTE
45222,ANA TEREZA NUNES MONTEIRO,5,SUPLENTE
15015,ANA SILVIA NEVES DE MELO,617,SUPLENTE
70222,ANA SARA DA SILVA PEREIRA,37,NÃO ELEITO
90123,ANA ROSA SILVA DA COSTA,165,SUPLENTE
45045,ANA ROSA PEREIRA DE ALMEIDA,146,SUPLENTE
20333,ANA ROSA DOS SANTOS NUNES,9,NÃO ELEITO
55055,ANA ROSA DA SILVA BENTES,79,SUPLENTE
11333,ANA ROSA BARROS FARIAS,18,SUPLENTE
25129,ANA RITA SOUZA DA COSTA,26,SUPLENTE
77888,ANA RITA PASTANA BARBOSA,5,NÃO ELEITO
11253,ANA RITA FAVACHO MODESTO,15,SUPLENTE
77789,ANA RAQUEL VALENTE GOMES,321,SUPLENTE
45500,ANA QUITERIA GUIMARAES GOMES,1,SUPLENTE
22444,ANA QUEZIA SILVA LEAL,141,SUPLENTE
40100,ANA PAULA VELOSO MOTA SILVA,42,SUPLENTE
20100,ANA PAULA STRAPAZZON,2,SUPLENTE
25777,ANA PAULA SILVA DOS SANTOS,19,SUPLENTE
70777,ANA PAULA SILVA DA SILVA,165,SUPLENTE
20333,ANA PAULA SANTOS RIBEIRO,6,NÃO ELEITO
15115,ANA PAULA SANTOS DE OLIVEIRA,37,SUPLENTE
65700,ANA PAULA SANCHES DO CARMO DE OLIVEIRA,9,NÃO ELEITO
51456,ANA PAULA SALGADO GLORIA DA SILVA,6,NÃO ELEITO
22345,ANA PAULA NASCIMENTO DO NASCIMENTO,380,SUPLENTE
15555,ANA PAULA MORAES CARNEIRO,422,ELEITO POR MÉDIA
12321,ANA PAULA LIMA MORAES,206,SUPLENTE
15678,ANA PAULA LIMA DE SANTANA,122,SUPLENTE
27222,ANA PAULA GAIA DE MEDEIROS,16,NÃO ELEITO
20900,ANA PAULA DE SOUSA SOARES,7,SUPLENTE
12007,ANA PAULA DE OLIVEIRA SILVA,14,SUPLENTE
36333,ANA PAULA DE MELO TEIXEIRA,3,SUPLENTE
45302,ANA PAULA DA SILVA CRUZ,12,NÃO ELEITO
15007,ANA PAULA DA COSTA SILVA,4,SUPLENTE
19019,ANA PAULA CUNHA DOS SANTOS FERNANDES,6,NÃO ELEITO
13272,ANA PAULA CORRÊA DE CARVALHO,5,SUPLENTE
15019,ANA PAULA CARVALHO BRITO,13,SUPLENTE
12333,ANA PAULA BRAGA XAVIER,7,SUPLENTE
11000,ANA PAULA ARAÚJO DOS SANTOS,105,SUPLENTE
45003,ANA PAULA AMORIM DA SILVA HOLLES,54,SUPLENTE
14555,ANA PATRÍCIA DA SILVA GOMES,34,NÃO ELEITO
22666,ANA PATRICIA MARQUES TEIXEIRA,46,NÃO ELEITO
13123,ANA OLIVEIRA DA SILVA,166,SUPLENTE
90161,ANA NILA SANTOS FONSECA,12,SUPLENTE
13200,ANA NERY ALVES DE OLIVEIRA FREITAS,4,SUPLENTE
12456,ANA MIRA LOPES SIMOES,37,SUPLENTE
77123,ANA MARIA VAZ LOBATO,436,SUPLENTE
25345,ANA MARIA RODRIGUES EVANGELISTA,18,SUPLENTE
10302,ANA MARIA RODRIGUES DE ALMEIDA,31,SUPLENTE
55110,ANA MARIA RIBEIRO DA CRUZ,24,SUPLENTE
15888,ANA MARIA REIS PIMENTEL,17,SUPLENTE
77222,ANA MARIA PEREIRA MELO,5,NÃO ELEITO
65150,ANA MARIA PEREIRA GONCALVES,5,SUPLENTE
43555,ANA MARIA GONÇALVES DA CUNHA,109,SUPLENTE
22147,ANA MARIA DOS SANTOS CUNHA,6,SUPLENTE
45,ANA MARIA DO SOCORRO CUNHA COSTA,13418,NÃO ELEITO
15555,ANA MARIA DE SOUSA SETÚBAL,619,ELEITO POR QP
45125,ANA MARIA DE SENA E SILVA CORDOVIL,119,SUPLENTE
13333,ANA MARIA DE OLIVEIRA E SILVA MARROQUES,15,SUPLENTE
10678,ANA MARIA DE JESUS LIMA DA COSTA,855,ELEITO POR MÉDIA
20321,ANA MARIA DE FREITAS CARVALHO,8,SUPLENTE
14369,ANA MARIA DE ALMEIDA,33,SUPLENTE
12345,ANA MARIA DA SILVA REIS,124,SUPLENTE
70456,ANA MARIA DA SILVA MONTEIRO,95,NÃO ELEITO
13128,ANA MARIA DA COSTA LOURINHO FERREIRA,13,SUPLENTE
45111,ANA MARIA CORREA BARBOSA,387,ELEITO POR MÉDIA
22789,ANA MARIA BENTES DOS SANTOS,0,SUPLENTE
50234,ANA MARIA BARROS DE PAIVA,10,NÃO ELEITO
15123,ANA MARIA ANDREA AQUIME TRINDADE,3,SUPLENTE
20100,ANA MARIA AMARAL PAULINO,10,SUPLENTE
10015,ANA MARIA ALMEIDA AUZIER,1,SUPLENTE
20017,ANA LÚCIA OLIVEIRA DE MIRANDA,7,NÃO ELEITO
10110,ANA LÚCIA DE SOUSA,20,NÃO ELEITO
27010,ANA LUZIA SANTOS DA SILVA,11,NÃO ELEITO
10123,ANA LUZIA BRABO DIAS,137,NÃO ELEITO
17700,ANA LUIZA OLIVEIRA DOS SANTOS,138,SUPLENTE
22000,ANA LUCIA VIANA CAXIAS,3,SUPLENTE
12888,ANA LUCIA SILVA DA CONCEIÇÃO,9,SUPLENTE
40100,ANA LUCIA RODRIGUES VIANA,30,SUPLENTE
11011,ANA LUCIA RODRIGUES AGUIAR,23,SUPLENTE
45123,ANA LUCIA OLIVEIRA DA COSTA,58,NÃO ELEITO
33555,ANA LUCIA MONTEIRO DUARTE,4,NÃO ELEITO
55155,ANA LUCIA MENDES SILVA,19,SUPLENTE
17234,ANA LUCIA LACERDA SOUZA,13,SUPLENTE
10009,ANA LUCIA FREIRE DA SILVA,0,SUPLENTE
15007,ANA LUCIA DOS SANTOS DE OLIVEIRA,3,SUPLENTE
27789,ANA LUCIA DO ROSARIO RIBEIRO,2,NÃO ELEITO
15125,ANA LUCIA DO ROSARIO FERREIRA,334,SUPLENTE
20123,ANA LUCIA DO CARMO MAGALHAES,261,NÃO ELEITO
15234,ANA LUCIA DE OLIVEIRA COSTA,31,SUPLENTE
10444,ANA LUCIA DE DEUS CAMPOS DA SILVA,73,NÃO ELEITO
20899,ANA LUCIA DE ARAUJO SILVA,9,SUPLENTE
77717,ANA LUCIA DA SILVA,12,NÃO ELEITO
55444,ANA LUCIA DA COSTA E SILVA,31,SUPLENTE
45333,ANA LUCIA BARBOSA DE AQUINO,141,SUPLENTE
55333,ANA LUCIA AMORIM RODRIGUES,4,SUPLENTE
15444,ANA LOURDES DOS SANTOS LIMA,54,SUPLENTE
22200,ANA LIDIA ALBUQUERQUE SOARES DIAS DE SOUZA,16,NÃO ELEITO
10222,ANA LEIA MACHADO DOS SANTOS,69,SUPLENTE
18123,ANA LEA PEREIRA ALVES,11,NÃO ELEITO
19121,ANA KATIA SALGADO PAUXIS,1,SUPLENTE
11009,ANA KAROLINI GOMES LACORTE DA SILVA,25,SUPLENTE
40192,ANA KAROLINA BULHÕES PINHEIRO,294,SUPLENTE
45444,ANA KALLEN RABELO JUCA,746,ELEITO POR QP
10456,ANA JULIA CONTENTE DE SOUZA,68,SUPLENTE
43144,ANA JHENEFER DE ALMEIDA GOMES,5,SUPLENTE
12100,ANA FLÁVIA ALVES DA CRUZ,8,NÃO ELEITO
43234,ANA ESMENIA SOARES FURTADO,19,SUPLENTE
15456,ANA ELIZAMA LIMA DE MATOS,66,SUPLENTE
14000,ANA DOMINGAS PONTES DE ALMEIDA,366,ELEITO POR QP
55456,ANA DO SOCORRO MONTEIRO DA SILVA,65,SUPLENTE
20012,ANA DE FÁTIMA CAMPOS DO ESPÍRITO SANTO,29,SUPLENTE
70027,ANA DE FATIMA RODRIGUES FERREIRA,357,SUPLENTE
23782,ANA DE CASSIA COSTA FARIAS,14,NÃO ELEITO
12123,ANA DA PROVIDENCIA FERREIRA,3,NÃO ELEITO
55668,ANA CÉLIA SANTOS ARAUJO,23,SUPLENTE
45100,ANA CÉLIA DA SILVA RABELO,1,SUPLENTE
22111,ANA CÉLIA CARVALHO DA ROCHA,6,SUPLENTE
40001,ANA CRISTINA TEIXEIRA DA PIEDADE,42,NÃO ELEITO
22013,ANA CRISTINA SOUZA DE SOUZA,63,SUPLENTE
20100,ANA CRISTINA RODRIGUES E SILVA,39,SUPLENTE
14567,ANA CRISTINA OLIVEIRA SOUZA DOS SANTOS,112,SUPLENTE
13013,ANA CRISTINA OLIVEIRA MACHADO,224,SUPLENTE
22456,ANA CRISTINA OLIVEIRA DA CONCEIÇÃO,62,SUPLENTE
40123,ANA CRISTINA MORAES DOS SANTOS,19,SUPLENTE
22388,ANA CRISTINA MENDES NOGUEIRA MARQUES,18,SUPLENTE
90000,ANA CRISTINA MARTINS VICENTE,316,SUPLENTE
23542,ANA CRISTINA MARTINS SANTOS,19,NÃO ELEITO
13126,ANA CRISTINA LOUCHARD PIRES,7,SUPLENTE
12700,ANA CRISTINA DA SILVA FARIAS,0,SUPLENTE
15444,ANA CRISTINA DA CUNHA ALMEIDA,19,SUPLENTE
22444,ANA CLÉA TENÓRIO MORAES,169,NÃO ELEITO
15222,ANA CLEYDE TAVARES BATISTA FILHA,1309,ELEITO POR QP
14333,ANA CLEIDE LOPES FREITAS,189,NÃO ELEITO
25985,ANA CLEIA ALVES BEZERRA,51,SUPLENTE
27444,ANA CLAÚDIA LOBATO PEREIRA,103,SUPLENTE
19579,ANA CLAUDIA SANTA BRIGIDA LOBATO,16,SUPLENTE
65100,ANA CLAUDIA PIANE DE SOUSA,13,SUPLENTE
20345,ANA CLAUDIA NASCIMENTO DA SILVA,11,NÃO ELEITO
22789,ANA CLAUDIA MARTINS FERREIRA,23,SUPLENTE
22111,ANA CLAUDIA MARTINS DOS SANTOS DA SILVA,84,SUPLENTE
51001,ANA CLAUDIA MAGALHÃES,175,SUPLENTE
36222,ANA CLAUDIA FERREIRA RIBEIRO,4,NÃO ELEITO
25788,ANA CLAUDIA DOS SANTOS OLIVEIRA,12,NÃO ELEITO
17333,ANA CLAUDIA DO NASCIMENTO MACHADO,23,NÃO ELEITO
13029,ANA CLAUDIA DIAS DA SILVA,5,SUPLENTE
55125,ANA CLAUDIA DE AQUINO SILVA,38,SUPLENTE
17999,ANA CLAUDIA BARROS LOBO,2,NÃO ELEITO
77138,ANA CLAUDIA ALVARENGA LIMA,86,NÃO ELEITO
40004,ANA CLAUDETE DA SILVA ALVES,4,SUPLENTE
20333,ANA CLAIDE AIRES MARTINS,171,SUPLENTE
12555,ANA CILEIDE DOS SANTOS,36,SUPLENTE
70567,ANA CHRISTINA HERCULANO,10,SUPLENTE
45023,ANA CHELIDA DE SOUSA VIEIRA,18,SUPLENTE
20777,ANA CELIA FURTADO CARVALHO,72,NÃO ELEITO
14444,ANA CELIA ALEIXO DE SOUZA,751,SUPLENTE
25771,ANA CAROLINE DOS SANTOS CORDEIRO,0,SUPLENTE
19550,ANA CAROLINA SILVA DA CUNHA LIMA,6,SUPLENTE
15111,ANA CAROLINA FERREIRA MONTEIRO,12,SUPLENTE
65222,ANA CARMEM DOS REIS SOUZA,71,SUPLENTE
28321,ANA CARLA VITELLI OLIVEIRA,16,SUPLENTE
22555,ANA CARLA MACHADO DA SILVA,56,SUPLENTE
14333,ANA CARLA GONÇALVES SARMENTO,436,SUPLENTE
15333,ANA CARLA COSTA FLEXA,12,SUPLENTE
55888,ANA CARLA CARVALHO,2,SUPLENTE
11256,ANA ARLETE DE AMORIM SOUSA,24,NÃO ELEITO
55444,ANA ARANTUSA MONTEIRO LIMA,158,SUPLENTE
45789,ANA AMELIA DAS MERCES DIAS,28,SUPLENTE
55555,ANA ALICE PIMENTA DE AQUINO,21,NÃO ELEITO
22222,AMÉLIA LOPES RAUDA,216,SUPLENTE
20044,AMÉLIA DE JESUS DA SILVA,4,SUPLENTE
20010,AMJIRE KUKUKAPREKRE PARKATEJE,217,SUPLENTE
28000,AMIRALDO SERRÃO NOBRE,24,NÃO ELEITO
13111,AMIRALDO GARCIA DA SILVA,259,SUPLENTE
15777,AMIRALDO DE SOUZA SANTOS,128,SUPLENTE
77,AMIRALDO CRUZ DA COSTA,13,NÃO ELEITO
40456,AMILTON TRINDADE ALHO,1113,ELEITO POR MÉDIA
22555,AMILTON ROSA DE OLIVEIRA,290,SUPLENTE
20222,AMILTON PEREIRA CUNHA,444,SUPLENTE
15000,AMILTON LOPES ISHIDA,417,SUPLENTE
22123,AMILTON LEOCÁDIO DOS SANTOS,938,ELEITO POR QP
35123,AMILTON CONCEIÇÃO DOS SANTOS,75,NÃO ELEITO
55666,AMILTON ANTUNES MACHADO,739,ELEITO POR QP
14010,AMILSON NEGRÃO RODRIGUES,15,NÃO ELEITO
55456,AMILSON ALVES DOS SANTOS,233,SUPLENTE
14014,AMILDO SILVEIRA,276,SUPLENTE
15007,AMERICO DA SILVA SOARES,161,SUPLENTE
20555,AMBRÓZIO BRITO FERREIRA,7,SUPLENTE
20002,AMAURY RIBEIRO,43,SUPLENTE
13611,AMAURY DE SOUSA FILHO,403,ELEITO POR MÉDIA
20000,AMARILDO RODRIGUES DOS SANTOS,198,SUPLENTE
10000,AMARILDO RODRIGUES DE MATOS,339,SUPLENTE
15,AMARILDO PAULINO DA SILVA,7904,NÃO ELEITO
40222,AMARILDO MIRANDA DO ROSÁRIO,33,SUPLENTE
22123,AMARILDO LEAL TAVARES,24,NÃO ELEITO
45130,AMARILDO DOS SANTOS CONCEIÇÃO,184,SUPLENTE
13130,AMARILDO DO SOCORRO MARQUES CHERMONT,1310,SUPLENTE
55789,AMARILDO DO AMARAL VAREJÃO,266,SUPLENTE
11100,AMARILDO DE SOUSA RAMOS,270,SUPLENTE
15222,AMARILDO DA CRUZ PEREIRA,225,SUPLENTE
12312,AMARILDO BARBOSA SIQUEIRA,47,NÃO ELEITO
77115,AMANDA RODRIGUES PIVA DOS SANTOS,82,SUPLENTE
45000,AMANDA RODRIGUES DA COSTA LOPES,293,NÃO ELEITO
14888,AMANDA PAIXÃO DA SILVA,0,SUPLENTE
45,AMANDA OLIVEIRA E SILVA,11317,NÃO ELEITO
51109,AMANDA MEDEIROS DOS SANTOS ALVES,48,NÃO ELEITO
15577,AMANDA FABRÍCIA SOUSA DA SILVA,41,SUPLENTE
30500,AMANDA DO NASCIMENTO RODRIGUES,57,NÃO ELEITO
10500,AMANDA DA COSTA DOS SANTOS CASTRO,0,SUPLENTE
13555,AMANDA CRISTINA DIAS SEABRA,424,ELEITO POR QP
13113,AMANDA BORGES RODRIGUES,78,SUPLENTE
55123,AMANDA ANTONIA COSTA RIBEIRO,584,ELEITO POR MÉDIA
70789,AMANDA ALVES DE JESUS,4,SUPLENTE
45555,AMANCIO BARBOSA DA COSTA FILHO,31,SUPLENTE
10147,AMALIA FERNANDA FREIRE COIMBRA DA COSTA,138,NÃO ELEITO
20333,AMADEUS DOS SANTOS PEREIRA,200,SUPLENTE
20123,AMADEU PEREIRA DE MIRANDA,49,SUPLENTE
22456,AMADEU NEGRÃO SILVA JUNIOR,778,SUPLENTE
14555,AMADEU FILHO SILVA DOS SANTOS,13,NÃO ELEITO
13005,AMADEU CARNEIRO MADALENA,141,SUPLENTE
40122,ALZIRA DE NAZARE PEREIRA PIMENTEL,91,SUPLENTE
20021,ALZIRA BRITO DE ARAUJO,93,SUPLENTE
40333,ALZILENE GOMES SOARES,13,NÃO ELEITO
45777,ALZIANE MENDES CUNHA,585,SUPLENTE
40103,ALZERINO FERREIRA DE SOUSA,6,NÃO ELEITO
22500,ALZENIR GALDINO DA SILVA,39,SUPLENTE
40254,ALZENIR DOS SANTOS SILVA MORAIS,14,SUPLENTE
14015,ALZENIR DA SILVA NASCIMENTO,27,SUPLENTE
40012,ALYSSON HENRIQUE SILVA DE MELO,35,SUPLENTE
50,ALYSSON CLEBER NEGREIROS ALVES,104,NÃO ELEITO
23789,ALVINO JUNIOR LIMA SANTA ROSA,28,NÃO ELEITO
20220,ALVINO FERREIRA BARBOSA FILHO,160,SUPLENTE
45167,ALVINA SILVA DE JESUS,6,SUPLENTE
43000,ALVINA MICHELLY RODRIGUES SILVA,413,SUPLENTE
22333,ALVIMAR ALVES DA SILVA,68,SUPLENTE
40333,ALVARO LOPES DE SOUZA,75,SUPLENTE
25555,ALVARO EDMAR SARMANHO DA CUNHA,253,SUPLENTE
17757,ALVARO DOS SANTOS RIBEIRO,16,NÃO ELEITO
77777,ALVARO DANTAS BRAGA,17,NÃO ELEITO
14777,ALVARO DA COSTA LEÃO,932,NÃO ELEITO
77345,ALVARO CRUZ DOS SANTOS,17,NÃO ELEITO
13,ALVARO BRITO XAVIER,6968,NÃO ELEITO
15555,ALVARO AUGUSTO MAIA DA SILVA,25,SUPLENTE
15200,ALVARO ANTONIO GOMES ROCHA,123,SUPLENTE
40777,ALVARINO MODESTO NEGRÃO,180,SUPLENTE
25300,ALVANEI MARTINI,53,SUPLENTE
17234,ALVACI PEREIRA DA SILVA,29,SUPLENTE
77369,ALUIZIO SILVA DE OLIVEIRA,111,SUPLENTE
40060,ALUIZIO MENDES DE OLIVEIRA,105,SUPLENTE
65999,ALUIZIO LIMA BAIA JUNIOR,285,NÃO ELEITO
19190,ALUIZIO JUNIOR CASTELO DIAS,156,SUPLENTE
90000,ALUIZIO FERREIRA MORAES JUNIOR,103,SUPLENTE
45,ALUIZIO DE SOUZA BARROS,1169,NÃO ELEITO
23222,ALUIZIO COSTA LIMA,224,SUPLENTE
40444,ALUISIO VALDO FREITAS QUEIROZ,85,SUPLENTE
45555,ALUISIO MONTEIRO CORRÊA,1463,ELEITO POR QP
15123,ALUISIO GOMES BEZERRA,442,SUPLENTE
15111,ALTOMIR BARROS DA CUNHA,441,ELEITO POR MÉDIA
45900,ALTIMÁ  ALVES DA SILVA,360,SUPLENTE
45045,ALTEVIR DE MATOS LOPES,192,SUPLENTE
40533,ALTEREDO ALVES SANTOS,15,SUPLENTE
55123,ALTEMIS FERNANDES MONTEIRO,511,ELEITO POR MÉDIA
65456,ALTEMAR MORAES SANTIAGO,194,SUPLENTE
55555,ALTEMAR DE JESUS DA SILVA E SILVA,8,NÃO ELEITO
40213,ALTATIANE PATRICIA DE AZEVEDO FIGUEIRA,17,SUPLENTE
12190,ALTAMIRA TEIXEIRA BARBOSA,10,NÃO ELEITO
14222,ALTAMIRA SOUZA TELES,81,SUPLENTE
15121,ALTAMIR SANTA MARIA DO AMARAL,527,SUPLENTE
65677,ALTAIR DE LIMA BRANDÃO,120,ELEITO POR QP
10,ALSOMAR VIEIRA DA SILVA,6097,NÃO ELEITO
15111,ALSIONE ALMEIDA CARDOSO,354,ELEITO POR MÉDIA
15444,ALQUES JUNIOR RODRIGUES DOS SANTOS,294,SUPLENTE
33555,ALOÍSIO MAMÉDIO FONSECA,45,SUPLENTE
45123,ALOYSIO DE JESUS BASTOS AMARAL,945,ELEITO POR QP
13124,ALONSO TORRES DA SILVA,105,SUPLENTE
14245,ALONSO PINTO OLIVEIRA,11,NÃO ELEITO
17789,ALONSO JÚNIOR SILVA,8,NÃO ELEITO
40555,ALONSO DA SILVA PEREIRA,35,NÃO ELEITO
55678,ALONSO DA SILVA FARIAS,288,SUPLENTE
13333,ALONSO ALVES DA LUZ,49,NÃO ELEITO
12555,ALONCIO ROGÉRIO CHAGAS,93,SUPLENTE
33320,ALOISIO JOSE DOS REIS,47,SUPLENTE
13555,ALNECI CAMPELO DALLAGO,39,SUPLENTE
40004,ALMIRO JOSÉ JOAQUIM,25,NÃO ELEITO
14222,ALMIR TAVARES CUNHA,187,SUPLENTE
45456,ALMIR ROSA DOS SANTOS,60,SUPLENTE
22112,ALMIR PEREIRA LIMA,405,ELEITO POR MÉDIA
10113,ALMIR OSCAR PEREIRA JUNIOR,12,NÃO ELEITO
19111,ALMIR JOSÉ FERREIRA DOS SANTOS,577,SUPLENTE
27100,ALMIR GUEDES BARBOSA,50,NÃO ELEITO
50221,ALMIR DOS SANTOS ALBUQUERQUE,25,SUPLENTE
36123,ALMIR DE SOUZA JASTES,4,NÃO ELEITO
25128,ALMIR DE CASTRO E SILVA,88,SUPLENTE
19350,ALMIR CARVALHO REIS,0,SUPLENTE
22333,ALMIR CARLOS DA SILVEIRA,585,ELEITO POR MÉDIA
10111,ALMIR ANDRADE DA SILVA,37,SUPLENTE
22233,ALMI JOSE DA CRUZ ARANTES,22,SUPLENTE
90123,ALMERINDO SILVA DA COSTA,62,SUPLENTE
77333,ALMERINDO ISRAEL DE OLIVEIRA DIAS,35,NÃO ELEITO
25567,ALMERINA SANTANA DA SILVA,3,SUPLENTE
28444,ALLYNE CHISTYANE MORAES PIEDADE,55,NÃO ELEITO
22345,ALLISON LUIS SATURNINO DA CRUZ,100,SUPLENTE
70000,ALLINY BARROS BRITO,37,NÃO ELEITO
20400,ALLEXIA PENICHE FERNANDES,0,SUPLENTE
43123,ALLAN THYERRY PINTO DE OLIVEIRA,350,ELEITO POR QP
12345,ALLAN THIAGO DE SOUSA CORREA,253,ELEITO POR MÉDIA
55023,ALLAN PEREIRA RAIOL,491,ELEITO POR MÉDIA
15000,ALLAN PEREIRA DE MESQUITA,28,SUPLENTE
45111,ALLAN KARDEC DE SOUSA GODINHO,65,NÃO ELEITO
10300,ALLAN KALLBERG PINHEIRO NOGUEIRA,77,NÃO ELEITO
12500,ALLAN KALIL ABDON MARTINS,32,SUPLENTE
23,ALLAN JEFFERSON BITAR LIMA,10157,NÃO ELEITO
70555,ALLAN DA COSTA GONÇALVES,389,SUPLENTE
19199,ALLAN BASÍLIO BAHIA PENANTE,174,SUPLENTE
55000,ALLAN AUGUSTO MATOS BESTEIRO,1079,ELEITO POR MÉDIA
10115,ALISSON SANTOS DA PAIXÃO,21,NÃO ELEITO
43876,ALISSON MACIEL DA SILVA NUNES,18,NÃO ELEITO
36555,ALISSON GABRIEL PEREIRA BELÉM,8,NÃO ELEITO
12567,ALISSON FABICIANO SANTOS DA SILVA,7,SUPLENTE
20789,ALISSON DO ROSARIO OLIVEIRA,175,SUPLENTE
15001,ALISSON ANDREI CRUZ FONSECA,194,SUPLENTE
36543,ALISSON ALEX OLIVEIRA,12,SUPLENTE
12345,ALIRIO BARBALHO MAGNO,393,NÃO ELEITO
17200,ALIPIO FARIAS MORAIS,2,NÃO ELEITO
18500,ALINE SUELEN CAVALCANTE DA SILVA,3,NÃO ELEITO
43433,ALINE SILVA MOREIRA,192,SUPLENTE
45111,ALINE REGINA PEREIRA FEITOSA,51,SUPLENTE
55005,ALINE PRISCILA DA SILVA FERNANDES,15,SUPLENTE
11369,ALINE PRIMALA DE OLIVEIRA,195,SUPLENTE
19777,ALINE PEREIRA JOAQUIM,342,NÃO ELEITO
13013,ALINE PEREIRA CUNHA,49,NÃO ELEITO
51777,ALINE OLIVEIRA DOS SANTOS,21,SUPLENTE
36020,ALINE MAGALHÃES ROCHA DOS SANTOS,65,NÃO ELEITO
90009,ALINE GOUVEA POMPEU DOS SANTOS,257,NÃO ELEITO
55777,ALINE GISELE SOUZA DE OLIVEIRA SILVA,6,SUPLENTE
55789,ALINE FROTA PEREIRA,10,NÃO ELEITO
15221,ALINE FERREIRA ASEVEDO,3,SUPLENTE
11123,ALINE EDINEIA KOSSMANN,57,SUPLENTE
90022,ALINE DE SOUSA PEREIRA,68,SUPLENTE
22444,ALINE DE SOUSA BRITO,91,SUPLENTE
15400,ALINE DE NAZARÉ ANDRADE DAMASCENO,47,SUPLENTE
45555,ALINE DE FÁTIMA BRASIL PASTANA,42,SUPLENTE
15123,ALINE DE FATIMA DA SILVA COSTA,17,SUPLENTE
23746,ALINE DA SILVA PEREIRA,2,NÃO ELEITO
36010,ALINE DA COSTA AMANAJÁS,1,SUPLENTE
12888,ALINE CRISTINA PIEDADE MONTEIRO,2,SUPLENTE
25555,ALINE COELHO SOUSA,24,SUPLENTE
15100,ALINE BERNARDO DA SILVA,196,SUPLENTE
70123,ALINE ALVES NAVES,133,NÃO ELEITO
13015,ALINE ALVES DE PARIJOS,173,SUPLENTE
17521,ALINE ALVES DE LIMA,10,SUPLENTE
19116,ALINE ALVES DA COSTA,0,NÃO ELEITO
25111,ALIEL OLIVEIRA VIEIRA,93,SUPLENTE
15123,ALICIA MARIA PACHECO BARBOSA,23,SUPLENTE
40789,ALICE WAGNER,179,SUPLENTE
15333,ALICE SILVA CARDOSO,109,SUPLENTE
45100,ALICE LIMA ROCHA,13,SUPLENTE
51070,ALICE DO SOCORRO DE JESUS SILVA,17,NÃO ELEITO
20888,ALFREDO REINALDO SALES CALDAS,23,SUPLENTE
25777,ALFREDO MADSON RIBEIRO COSTA,362,SUPLENTE
51555,ALFREDO DO SOCORRO BENTES DE ABREU,327,ELEITO POR QP
13630,ALFREDO CARDOSO COSTA,221,SUPLENTE
20789,ALFREDO AIRES PARENTE,140,SUPLENTE
10999,ALFONSO DE SOUSA PONTES,42,SUPLENTE
14765,ALFEU DIAS DA SILVA,19,SUPLENTE
20001,ALEXSANIA DA SILVA MATOSO,52,SUPLENTE
15777,ALEXSANDRO SILVA CARDOSO,252,SUPLENTE
65123,ALEXSANDRO DE MOURA PEREIRA,14,NÃO ELEITO
25777,ALEXSANDRO CARNEIRO,20,NÃO ELEITO
40500,ALEXSANDRO BARROS CARNEIRO,397,SUPLENTE
18113,ALEXSANDRO ALVES  DE SOUSA,38,SUPLENTE
45455,ALEXSANDRA PINTO DA SILVA,8,SUPLENTE
13222,ALEXSANDRA FERRAZ COSTA,10,NÃO ELEITO
10555,ALEXSANDRA BORGES DA SILVA,81,NÃO ELEITO
90333,ALEXASSANDER WYVERSON FERREIRA CHAGAS,44,SUPLENTE
11789,ALEXANDRY SAULI OLIVEIRA LOPES,0,SUPLENTE
55000,ALEXANDRO RIBEIRO MOTA,215,SUPLENTE
11123,ALEXANDRO PANTALEÃO,36,SUPLENTE
17999,ALEXANDRO OLIVEIRA VALE,328,SUPLENTE
10444,ALEXANDRO GONDIM DE SOUZA,62,SUPLENTE
40555,ALEXANDRO BARBOSA CARDOSO,1051,ELEITO POR QP
14215,ALEXANDRINO DE CASTRO EVANGELISTA,10,SUPLENTE
14167,ALEXANDRINA ALVES LOPES NETA OLIVEIRA,30,SUPLENTE
12444,ALEXANDRE VILHENA AMARAL,1,SUPLENTE
13613,ALEXANDRE TEXEIRA GONÇALVES,46,SUPLENTE
13007,ALEXANDRE SOARES DA ROCHA,81,SUPLENTE
23888,ALEXANDRE SOARES BEZERRA,378,ELEITO POR MÉDIA
